procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
54  0   5376 2352760    956 10789604    0    0  4364 143902 96023 306233 53 31 16  0  1 2025-12-29 18:51:56
35  0   5376 2173892    956 10789620    0    0  2988 136335 83040 254783 70 21  8  0  0 2025-12-29 18:51:57
35  0   5376 2411088    956 10789764    0    0  2696 107455 69540 234276 51 22 15  0 11 2025-12-29 18:51:58
49  0   5376 2344816    956 10789876    0    0  3632 143604 86689 281015 61 25 13  0  1 2025-12-29 18:51:59
23  1   5376 2484944    956 10793520    0    0  4432 136022 94683 305793 50 30 19  0  1 2025-12-29 18:52:00
60  0   5376 2352984    956 10793808    0    0  3924 136020 85726 292988 52 30 17  0  0 2025-12-29 18:52:01
48  0   5376 2169824    956 10793996    0    0  3228 142790 77551 262395 74 23  3  0  0 2025-12-29 18:52:02
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
41  0   5376 2295264    956 10794116    0    0  3896 120532 77672 255719 54 25 13  0  8 2025-12-29 18:52:03
34  0   5376 2374176    956 10794272    0    0  4424 143345 83220 292038 53 29 17  0  1 2025-12-29 18:52:04
47  0   5376 2332380    956 10794388    0    0  3196 147566 81306 280269 61 27 12  0  1 2025-12-29 18:52:05
44  0   5376 2255692    956 10794620    0    0  3300 130641 87191 270458 60 28 12  0  0 2025-12-29 18:52:06
49  0   5376 2233524    956 10794700    0    0  4352 137520 93094 299053 61 26 12  0  1 2025-12-29 18:52:07
38  0   5376 2306852    956 10794856    0    0  3116 118893 74271 260619 53 25 15  0  7 2025-12-29 18:52:08
43  0   5376 2202172    956 10795008    0    0  3300 138996 81911 283414 61 27 12  0  0 2025-12-29 18:52:09
33  0   5376 2344896    956 10798692    0    0  4356 154295 93991 313217 48 32 18  0  1 2025-12-29 18:52:10
55  0   5376 2321892    956 10798988    0    0  5276 170480 97676 321881 46 32 21  0  1 2025-12-29 18:52:11
41  0   5376 2286916    956 10799268    0    0  4912 156318 95940 309585 46 33 19  0  1 2025-12-29 18:52:12
63  0   5376 2221328    956 10799316   16    0  2884 118673 72498 246613 55 25 11  0  9 2025-12-29 18:52:13
18  0   5376 2308728    956 10799448    0    0  4648 149046 99910 299749 47 31 20  0  2 2025-12-29 18:52:14
52  0   5376 2353764    956 10799636    0    0  5580 162623 108769 324667 41 34 23  0  2 2025-12-29 18:52:15
21  0   5376 2285352    956 10799784    0    0  5764 163263 101306 327352 47 31 21  0  1 2025-12-29 18:52:16
35  0   5376 2195388    956 10799932    0    0  3871 149046 96045 303676 57 27 15  0  1 2025-12-29 18:52:17
62  0   5376 2264224    956 10800060    0    0  2760 113482 80664 262357 57 28 10  0  5 2025-12-29 18:52:18
43  0   5376 2165596    956 10800296    4    0  2760 124978 80945 281522 60 26 10  0  4 2025-12-29 18:52:19
54  1   5376 2190608    956 10804220    0    0  3548 134394 83437 271877 55 30 14  0  0 2025-12-29 18:52:20
60  0   5376 2138324    956 10804696    0    0  3960 129366 86782 257618 65 26  8  0  0 2025-12-29 18:52:21
38  0   5376 2330316    956 10805040    0    0  5068 157367 98793 321542 52 31 16  0  1 2025-12-29 18:52:22
37  1   5376 2379532    956 10805236    0    0  5864 170447 99815 319844 43 33 20  0  4 2025-12-29 18:52:23
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
52  0   5376 2377616    956 10805340    0    0  4844 143960 90643 287743 39 29 23  0  8 2025-12-29 18:52:24
37  0   5376 2359176    956 10805572    0    0  4932 146879 87593 308707 53 30 15  0  1 2025-12-29 18:52:25
76  0   5376 2156952    956 10805780    0    0  3328 127223 77825 254706 58 27 14  0  0 2025-12-29 18:52:26
71  0   5376 1919464    956 10805996    0    0  1804 85034 73307 208662 80 19  1  0  0 2025-12-29 18:52:27
68  0   5376 1853756    956 10806136    0    0  2180 111132 79494 241938 76 20  4  0  0 2025-12-29 18:52:28
59  0   5376 1912252    956 10806368    0    0  2224 108421 74448 226991 74 18  2  0  5 2025-12-29 18:52:29
60  0   5376 1854144    956 10807580    0    0  2936 131177 87565 262065 75 20  4  0  0 2025-12-29 18:52:30
46  0   5376 2104980    956 10813920    0    0  3820 116373 93718 288082 64 26 10  0  0 2025-12-29 18:52:31
15  0   5376 2257320    956 10818712    0    0  4948 151204 94484 319999 52 30 17  0  1 2025-12-29 18:52:32
37  0   5376 2281556    956 10827560    0    0  5640 155272 100207 329395 43 36 20  0  1 2025-12-29 18:52:33
34  0   5376 2125912    956 10829836    0    0  4424 126767 82517 274889 39 31 19  0 11 2025-12-29 18:52:34
38  0   5376 2476228    956 10832812    0    0  5180 166290 96729 319221 49 33 17  0  1 2025-12-29 18:52:35
61  0   5376 2365020    956 10832988    0    0  4104 128355 81529 271227 58 28 13  0  1 2025-12-29 18:52:36
52  0   5376 2127052    956 10833060    0    0  3296 145275 74872 245397 68 25  7  0  0 2025-12-29 18:52:37
41  0   5376 2159544    956 10833584   16    0  1966 113405 74240 238479 64 27  8  0  0 2025-12-29 18:52:38
70  0   5376 2185524    956 10837256    0    0  2370 92117 76136 238076 61 26  5  0  8 2025-12-29 18:52:39
33  1   5376 2135352    956 10838884   16    0  2487 116914 86985 272600 64 27  9  0  0 2025-12-29 18:52:40
26  0   5376 2028184    956 10841740    0    0  4081 128489 93529 311634 62 28 10  0  0 2025-12-29 18:52:41
49  1   5376 2004856    956 10855008    0    0  3476 124884 87109 290607 55 28 16  0  0 2025-12-29 18:52:42
62  0   5376 2020184    956 10860372    0    0  4121 115914 80204 280768 56 27 17  0  1 2025-12-29 18:52:43
52  0   5376 1976960    956 10864824    0    0  2488 106485 67277 224519 54 24 13  0  9 2025-12-29 18:52:44
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
62  0   5376 2022572    956 10866716    0    0  3017 114886 70833 238743 65 24 10  0  0 2025-12-29 18:52:45
46  0   5376 2121292    956 10857160    8    0  2213 105642 68465 224860 67 25  8  0  0 2025-12-29 18:52:46
52  0   5376 2147500    956 10847728    0    0  3113 127439 95336 290785 65 28  6  0  0 2025-12-29 18:52:47
56  0   5376 2297124    956 10839356    0    0  2160 120501 84542 258350 56 33 10  0  0 2025-12-29 18:52:48
43  0   5376 2182860    956 10839108    0    0  2412 99154 70044 215122 60 26  7  0  7 2025-12-29 18:52:49
15  0   5376 2252256    956 10842952    0    0  2496 143207 86920 273647 53 30 16  0  1 2025-12-29 18:52:50
54  0   5376 2124288    956 10843284    0    0  3856 148432 87644 286914 54 30 14  0  1 2025-12-29 18:52:51
59  0   5376 1966440    956 10843564    0    0  2212 99937 68413 213354 73 25  3  0  0 2025-12-29 18:52:52
51  0   5376 1906628    956 10843872    0    0  2144 108590 83141 246518 69 24  7  0  0 2025-12-29 18:52:53
63  0   5376 2098908    956 10844108    0    0  2260 104148 77413 231248 58 26 11  0  6 2025-12-29 18:52:54
41  0   5376 2213476    956 10844372    0    0  3484 110924 78655 256447 66 26  8  0  0 2025-12-29 18:52:55
58  0   5376 2252688    956 10844548    0    0  4649 135485 91469 303658 55 31 14  0  1 2025-12-29 18:52:56
55  0   5376 2256600    956 10844720    0    0  4356 126857 83221 286841 62 27 11  0  0 2025-12-29 18:52:57
51  0   5376 2319644    956 10844724    0    0  4268 137006 92438 292965 58 28 13  0  0 2025-12-29 18:52:58
36  0   5376 2231452    956 10844936    0    0  3804 113752 81300 253202 55 26 12  0  7 2025-12-29 18:52:59
47  0   5376 2277232    956 10848528    0    0  4640 129583 87274 310713 54 31 15  0  1 2025-12-29 18:53:00
54  0   5376 2201096    956 10848812    0    0  4188 136702 89008 286643 61 28 11  0  0 2025-12-29 18:53:01
25  0   5376 2409576    956 10849028    0    0  5568 138451 100621 328277 52 31 16  0  1 2025-12-29 18:53:02
43  0   5376 2550212    956 10849244    0    0  6656 154723 109767 334830 40 34 23  0  2 2025-12-29 18:53:03
22  0   5376 2550172    956 10849424    0    0  6148 146230 99437 306949 35 33 23  0  9 2025-12-29 18:53:04
34  0   5376 2539176    956 10849740    0    0  5073 126724 90511 300562 45 30 21  0  4 2025-12-29 18:53:05
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
28  0   5376 2463516    956 10849912    0    0  5356 145829 97528 328179 52 29 18  0  1 2025-12-29 18:53:06
40  0   5376 2367560    956 10850024    0    0  5220 137705 97330 313012 61 28 11  0  0 2025-12-29 18:53:07
54  0   5376 2239916    956 10850128    0    0  4268 167398 86599 287122 63 27  9  0  0 2025-12-29 18:53:08
57  0   5376 2095268    956 10850252    0    0  2952 121807 83550 259030 64 22 13  0  2 2025-12-29 18:53:09
32  0   5376 2231976    956 10854896    0    0  2972 110116 79231 257203 54 24 15  0  6 2025-12-29 18:53:10
20  0   5376 2337288    956 10855212    0    0  4976 147343 104665 331642 46 32 21  0  1 2025-12-29 18:53:11
23  0   5376 2382572    956 10855532    0    0  6380 158785 116796 345374 41 34 23  0  1 2025-12-29 18:53:12
19  0   5376 2369364    956 10855632    0    0  6368 171372 116402 347269 39 35 25  0  1 2025-12-29 18:53:13
16  0   5376 2370940    956 10855696    0    0  6052 149353 107563 330567 42 33 23  0  1 2025-12-29 18:53:14
16  0   5376 2368980    956 10855852    0    0  3948 107935 86791 268456 42 27 21  0 10 2025-12-29 18:53:15
69  0   5376 2089980    956 10856180    0    0  4592 140261 96518 293086 51 31 16  0  1 2025-12-29 18:53:16
73  0   5632 2050024    756 10584084    0  216  2533 107005 79300 236532 78 18  4  0  0 2025-12-29 18:53:17
70  0   5632 2032504    756 10457968    0    0  2652 108560 74288 234386 78 20  2  0  0 2025-12-29 18:53:18
83  0   5632 1960764    756 10459116    0    0  2236 100718 72990 234925 75 20  4  0  0 2025-12-29 18:53:19
35  0   5632 2126672    756 10459168    0    0  2142 94373 78568 227776 70 20  7  0  3 2025-12-29 18:53:20
49  0   5632 2491784    756 10461436    0    0  3356 114940 81749 261244 63 25 12  0  0 2025-12-29 18:53:21
46  0   5632 2548976    756 10462172    0    0  5668 147391 97007 329520 50 31 18  0  1 2025-12-29 18:53:22
40  0   5632 2581680    756 10462320    0    0  6328 151985 100929 330796 46 34 19  0  1 2025-12-29 18:53:23
34  0   5632 2550556    756 10462520    0    0  5520 138294 102353 313609 48 33 18  0  1 2025-12-29 18:53:24
50  0   5632 2473648    756 10462904    0    0  2828 94138 71133 225759 63 23  7  0  8 2025-12-29 18:53:25
54  0   5632 2394868    756 10462912    0    0  3868 115166 77698 251083 71 24  5  0  0 2025-12-29 18:53:26
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
40  0   5632 2327916    756 10463056    0    0  2802 108929 90787 273783 70 23  6  0  0 2025-12-29 18:53:27
44  0   5632 2402868    756 10463340    0    0  3309 102305 83906 270298 66 24 10  0  0 2025-12-29 18:53:28
36  0   5632 2526680    756 10463448    0    0  4641 115874 98822 314839 58 29 12  0  0 2025-12-29 18:53:29
31  0   5632 2510132    756 10467312    0    0  4704 91813 85429 287766 49 28 15  0  8 2025-12-29 18:53:30
42  0   5632 2569032    756 10467660    0    0  5724 121319 100612 344654 47 33 19  0  1 2025-12-29 18:53:31
52  0   5632 2654040    756 10467996    0    0  5381 131014 105774 318469 47 33 20  0  1 2025-12-29 18:53:32
18  0   5632 2442336    756 10468064    0    0  4280 119496 93099 287863 56 26 18  0  0 2025-12-29 18:53:33
42  0   5632 2619352    756 10468240    0    0  5724 116713 97509 322808 46 34 19  0  1 2025-12-29 18:53:34
23  0   5632 2595288    756 10468444    0    0  4296 94652 92010 278316 40 30 19  0 11 2025-12-29 18:53:35
45  0   5632 2435292    756 10468560    0    0  8424 128877 87772 281198 60 27 12  0  1 2025-12-29 18:53:36
78  1   5632 2326612    756 10469748   48    0  8176 122548 83787 265922 60 32  8  0  0 2025-12-29 18:53:37
45  0   5632 2350684    756 10474612    8    0  5699 110708 77626 249861 61 29 10  0  0 2025-12-29 18:53:38
61  0   5632 2111636    756 10475908    0    0  4070 100243 74050 202374 69 23  8  0  0 2025-12-29 18:53:39
57  0   5632 2060844    756 10486172    0    0  2653 80794 61689 195731 69 19  8  0  3 2025-12-29 18:53:40
76  0   5632 1927500    756 10500884    0    0  2127 92475 64176 200219 74 20  7  0  0 2025-12-29 18:53:41
51  0   5632 2002992    756 10498836    0    0  2549 75465 57560 166534 80 18  2  0  0 2025-12-29 18:53:42
50  0   5632 2174908    756 10479484    8    0  4487 113081 70913 223696 65 26  9  0  0 2025-12-29 18:53:43
58  0   5632 2263392    756 10475988    4    0  5240 103481 81433 238397 62 29  9  0  0 2025-12-29 18:53:44
38  0   5632 2470940    756 10476132    0    0  7896 97518 74367 256435 55 27 12  0  7 2025-12-29 18:53:45
40  0   5632 2414368    756 10476412    0    0 12576 98454 96550 293714 52 28 19  0  1 2025-12-29 18:53:46
41  0   5632 2377112    756 10476524    0    0  8936 69295 81207 273664 61 26 13  0  0 2025-12-29 18:53:47
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
66  0   5632 2256860    756 10476852    0    0  5204 72608 74319 238164 69 24  7  0  0 2025-12-29 18:53:48
41  0   5632 2190524    756 10480140    0    0  4668 53511 74056 234381 73 21  5  0  0 2025-12-29 18:53:49
35  0   5632 2350428    756 10481860    0    0  6036 46367 70830 204215 70 21  5  0  4 2025-12-29 18:53:50
32  0   5632 2475516    756 10483680   24    0 34128 19452 86228 270078 61 25 13  0  1 2025-12-29 18:53:51
31  0   5632 2534592    756 10486972    0    0 52884 32661 78972 266536 56 28 16  0  0 2025-12-29 18:53:52
21  0   5632 2518076    756 10487948    0    0 59100 38848 83601 276384 53 27 20  0  0 2025-12-29 18:53:53
28  0   5632 2497048    756 10486804    0    0 59916 61136 83224 259530 52 28 19  0  1 2025-12-29 18:53:54
32  0   5632 2477384    756 10487524    0    0 39980 29200 71020 233851 57 25 15  0  3 2025-12-29 18:53:55
47  0   5632 2373064    756 10485928    0    0 25140 18588 68324 223758 65 22 11  0  2 2025-12-29 18:53:56
35  0   5632 2359568    756 10485424    0    0  8376  5596 71856 197703 81 17  3  0  0 2025-12-29 18:53:57
35  0   5632 2364940    756 10485212    0    0 17996 10416 76542 224252 74 21  5  0  0 2025-12-29 18:53:58
49  0   5632 2486588    756 10488744    0    0 24096 14763 76632 270339 61 24 15  0  0 2025-12-29 18:53:59
16  0   5632 2506892    756 10491404    0    0 51820 32504 78496 269137 55 25 19  0  0 2025-12-29 18:54:00
21  0   5632 2508484    756 10491964    0    0 51372 33656 76156 256056 52 25 20  0  3 2025-12-29 18:54:01
26  0   5632 2499828    756 10492700    0    0 62432 34164 82221 261899 54 26 19  0  0 2025-12-29 18:54:02
26  0   5632 2499436    756 10491820    0    0 61664 34172 79915 266557 54 26 19  0  0 2025-12-29 18:54:03
32  0   5632 2408304    756 10492196    0    0 44880 25428 74282 236667 62 24 13  0  0 2025-12-29 18:54:04
29  0   5632 2310028    756 10490680    0    0 18100 11740 79382 226686 78 20  2  0  0 2025-12-29 18:54:05
62  0   5632 2177460    756 10490180    0    0 13268  7939 65302 196431 74 20  4  0  2 2025-12-29 18:54:06
54  0   5632 2036420    756 10488992    0    0  6420  5233 69718 186679 87 12  1  0  0 2025-12-29 18:54:07
48  0   5632 2171560    756 10488956    0    0 13516  4665 75902 201744 82 16  2  0  0 2025-12-29 18:54:08
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
36  0   5632 2412676    756 10489880    0    0 19980  6672 86900 239978 73 22  4  0  0 2025-12-29 18:54:09
19  0   5632 2463892    756 10495688    0    0 46172 23276 76261 269513 59 25 17  0  0 2025-12-29 18:54:10
25  0   5632 2433672    756 10496136    0    0 51024 27044 81020 262790 55 25 18  0  1 2025-12-29 18:54:11
33  0   5632 2393492    756 10495756    0    0 49000 18852 77583 268385 62 23 15  0  0 2025-12-29 18:54:12
17  0   5632 2384704    756 10495156    0    0 46452 20388 85796 253051 69 22  9  0  0 2025-12-29 18:54:13
17  0   5632 2466380    756 10497548    0    0 63688 34760 87648 275147 55 26 19  0  0 2025-12-29 18:54:14
26  0   5632 2462448    756 10497828    0    0 57204 32628 84276 273436 58 26 16  0  0 2025-12-29 18:54:15
30  0   5632 2389296    756 10496140    0    0 39372 21524 70828 242960 58 23 15  0  5 2025-12-29 18:54:16
55  0   5632 2407100    756 10495380    0    0 36388 17720 79482 226840 68 23  9  0  0 2025-12-29 18:54:17
41  0   5632 2352596    756 10496552   24    0 31208 15169 70089 217427 68 25  6  0  0 2025-12-29 18:54:18
29  0   5632 2368784    756 10497036    4    0 20844 11285 68698 215064 66 24  9  0  0 2025-12-29 18:54:19
38  0   5632 2362596    756 10499836    0    0 29204 15500 76182 242639 67 24  8  0  0 2025-12-29 18:54:20
19  0   5632 2337704    756 10500620    0    0 40724 17088 77575 233710 70 22  6  0  2 2025-12-29 18:54:21
28  0   5632 2455780    756 10502316    0    0 54776 26408 84035 276357 56 25 18  0  0 2025-12-29 18:54:22
20  0   5632 2460396    756 10503472    0    0 74016 44388 84262 274795 53 27 20  0  0 2025-12-29 18:54:23
21  0   5632 2456960    756 10503428    0    0 60012 49344 78119 264822 54 26 20  0  0 2025-12-29 18:54:24
40  0   5632 2435368    756 10502732    0    0 46292 22464 72863 266091 61 25 14  0  0 2025-12-29 18:54:25
32  0   5632 2370192    756 10502408    0    0 32520 18716 82014 246348 64 22 11  0  3 2025-12-29 18:54:26
38  0   5632 2361328    756 10502048    0    0 45992 27912 90816 268966 69 25  6  0  0 2025-12-29 18:54:27
57  0   5632 2241924    756 10502328    0    0 28316 20128 85996 248726 74 21  5  0  0 2025-12-29 18:54:28
41  0   5632 2293876    756 10504444    0    0 23800 13556 75534 227655 71 20  8  0  0 2025-12-29 18:54:29
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
20  0   5632 2355556    756 10507532    0    0 52784 27460 80178 254540 65 24 10  0  0 2025-12-29 18:54:30
38  0   5632 2277028    756 10508080    0    0 31872 19103 72459 230961 63 23 11  0  3 2025-12-29 18:54:31
34  0   5632 2310208    756 10506812    0    0 21820  8568 74273 219860 77 20  3  0  0 2025-12-29 18:54:32
22  0   5632 2404760    756 10507268    0    0 48872 21138 87573 272441 58 26 15  0  0 2025-12-29 18:54:33
17  0   5632 2460320    756 10508956    0    0 57344 31972 84699 271858 56 29 15  0  0 2025-12-29 18:54:34
27  0   5632 2444312    756 10509232    0    0 54816 32656 77438 263215 57 27 16  0  0 2025-12-29 18:54:35
51  0   5632 2201712    756 10508996    0    0 30804 18128 71832 228007 65 23 10  0  2 2025-12-29 18:54:36
54  0   5632 2020400    756 10508548    0    0 11240  4853 66305 202832 74 24  1  0  0 2025-12-29 18:54:37
37  0   5632 2084776    756 10511152    0    0 15641 10686 71197 229696 68 24  7  0  0 2025-12-29 18:54:38
43  0   5632 1890856    756 10517908    0    0 18524  9890 68586 245723 75 20  5  0  0 2025-12-29 18:54:39
36  0   5632 1958588    756 10537844    0    0 19738  9857 67230 217599 76 21  4  0  0 2025-12-29 18:54:40
25  0   5632 2178960    756 10524488   32    0 30580 15003 75234 251866 68 25  6  0  1 2025-12-29 18:54:41
34  0   5632 2339920    756 10513844    0    0 36162 21269 77600 243885 55 32 13  0  1 2025-12-29 18:54:42
19  0   5632 2343820    756 10515096   12    0 41516 21753 75937 256065 52 31 17  0  0 2025-12-29 18:54:43
25  0   5632 2246572    756 10514988    0    0 45024 25200 85129 256762 57 27 15  0  1 2025-12-29 18:54:44
33  0   5632 2227892    756 10514408    0    0 29008 17660 64545 224769 68 24  8  0  0 2025-12-29 18:54:45
46  0   5632 2198796    756 10514604   16    0 35028 17798 74788 243505 67 26  7  0  0 2025-12-29 18:54:46
46  0   5632 2102400    756 10514512    0    0 20320  9311 80370 231173 72 22  5  0  1 2025-12-29 18:54:47
31  0   5632 2215600    756 10513684    0    0 17212  7194 77265 223709 72 22  6  0  0 2025-12-29 18:54:48
25  0   5632 2397128    756 10516652    0    0 22360 14226 82116 228886 65 24 11  0  0 2025-12-29 18:54:49
15  0   5632 2360236    756 10519564    0    0 57760 33652 84531 279181 53 25 22  0  0 2025-12-29 18:54:50
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
18  0   5632 2394112    756 10521300    0    0 68040 42964 85041 273779 53 28 19  0  0 2025-12-29 18:54:51
25  0   5632 2304628    756 10520860    0    0 59344 38952 75399 219287 59 27 11  0  3 2025-12-29 18:54:52
25  0   5632 2299612    756 10520496    0    0 34568 22024 75359 217889 70 24  6  0  0 2025-12-29 18:54:53
17  0   5632 2398172    756 10521224    0    0 61824 45976 81534 268817 53 28 19  0  0 2025-12-29 18:54:54
19  0   5632 2394796    756 10523100    0    0 49116 51788 85813 265712 59 26 15  0  0 2025-12-29 18:54:55
51  0   5632 2096956    756 10519408    0    0 22008 19368 71545 208969 70 22  8  0  0 2025-12-29 18:54:56
46  0   5632 2010028    756 10517672    0    0  1892  3566 71112 214580 83 13  2  0  2 2025-12-29 18:54:57
53  0   5632 1962952    756 10516976    0    0  5456  4392 80173 231339 81 17  3  0  0 2025-12-29 18:54:58
37  0   5632 2176764    756 10518020    0    0 14308  9720 86822 239056 76 20  4  0  0 2025-12-29 18:54:59
30  0   5632 2285948    756 10522120    0    0 33144 26254 82144 254406 64 25 11  0  0 2025-12-29 18:55:00
28  0   5632 2292012    756 10524832    0    0 42420 34116 87183 232144 72 24  4  0  0 2025-12-29 18:55:01
20  0   5632 2392512    756 10524964    0    0 48132 38025 84532 249885 60 25 13  0  2 2025-12-29 18:55:02
38  0   5632 2394320    756 10524676    0    0 42688 32808 82328 274335 51 26 22  0  0 2025-12-29 18:55:03
28  0   5632 2388808    756 10525664    0    0 51720 41708 82516 263579 53 28 18  0  0 2025-12-29 18:55:04
41  0   5632 2386176    756 10525140    0    0 39272 31140 83988 271890 58 26 16  0  0 2025-12-29 18:55:05
31  0   5632 2300168    756 10523236    0    0 33148 27676 79860 256705 61 26 13  0  0 2025-12-29 18:55:06
28  0   5632 2298724    756 10523500    0    0 31404 24680 83582 250181 68 24  5  0  3 2025-12-29 18:55:07
47  0   5632 2181328    756 10522640    0    0 21912 33155 80791 240005 73 22  5  0  0 2025-12-29 18:55:08
23  0   5632 2280372    756 10525528    0    0 18932 16201 79582 239469 73 22  6  0  0 2025-12-29 18:55:09
15  0   5632 2296408    756 10529164    0    0 34668 28764 87324 285758 63 24 13  0  0 2025-12-29 18:55:10
17  0   5632 2383244    756 10530764    0    0 50088 40741 86913 280047 52 28 21  0  0 2025-12-29 18:55:11
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
38  0   5632 2381060    756 10530968    0    0 48840 42292 80825 248473 50 26 19  0  5 2025-12-29 18:55:12
31  0   5632 2380572    756 10530808    0    0 52408 41840 95551 293612 50 28 21  0  0 2025-12-29 18:55:13
31  0   5632 2366224    756 10531068    0    0 55516 44380 81826 274485 53 28 19  0  0 2025-12-29 18:55:14
10  0   5632 2368264    756 10530176    0    0 47505 43004 86008 272568 55 27 18  0  0 2025-12-29 18:55:15
52  0   5632 2201488    756 10529496    0    0 21908 19624 84398 248004 65 23 12  0  0 2025-12-29 18:55:16
41  0   5632 2094448    756 10527192    0    0 10588  6053 81659 242073 75 19  3  0  4 2025-12-29 18:55:17
43  0   5632 2229916    756 10527012    0    0 19188 15388 83781 242728 74 23  4  0  0 2025-12-29 18:55:18
50  0   5632 2285104    756 10527748    0    0 21364 15640 82165 244991 69 24  6  0  0 2025-12-29 18:55:19
37  0   5632 2337180    756 10532672    0    0 38780 30008 78961 264688 57 27 17  0  0 2025-12-29 18:55:20
51  0   5632 2152916    756 10533932    0    0 27168 24423 78092 241382 69 23  8  0  0 2025-12-29 18:55:21
41  0   5632 2192592    756 10531908    0    0 13964  9584 74842 220318 77 19  2  0  2 2025-12-29 18:55:22
28  0   5632 2357600    756 10533096    0    0 41644 29268 90614 276435 62 25 13  0  0 2025-12-29 18:55:23
26  0   5632 2276924    756 10534404    0    0 38144 30300 71290 248310 62 26 11  0  0 2025-12-29 18:55:24
26  0   5632 2269036    756 10532408    0    0 23872 20761 74332 211195 73 22  6  0  0 2025-12-29 18:55:25
28  0   5632 2268328    756 10532500    0    0 30760 25408 75747 251423 62 25 13  0  0 2025-12-29 18:55:26
32  0   5632 2278436    756 10534432    0    0 29264 23768 75015 256620 67 24  9  0  0 2025-12-29 18:55:27
26  0   5632 2209416    756 10532660    0    0 17148 15236 75314 260496 66 20 12  0  2 2025-12-29 18:55:28
15  0   5632 2307696    756 10535272    0    0 23584 16676 71510 256699 62 23 15  0  0 2025-12-29 18:55:29
20  0   5632 2338652    756 10538236    0    0 44616 31736 80995 281331 55 28 18  0  0 2025-12-29 18:55:30
15  0   5632 2336152    756 10539116    0    0 57348 62408 84405 279968 52 28 20  0  0 2025-12-29 18:55:31
16  0   5632 2258140    756 10539584    0    0 42540 36340 77457 251794 60 26 14  0  0 2025-12-29 18:55:32
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
34  0   5632 2251328    756 10537592    0    0 24600 22004 88883 257524 67 24  8  0  2 2025-12-29 18:55:33
46  0   5632 2346476    756 10539036    0    0 52908 43075 84366 274533 52 29 19  0  0 2025-12-29 18:55:34
23  0   5632 2248732    756 10538268    0    0 35412 31668 79783 261080 58 27 15  0  0 2025-12-29 18:55:35
28  0   5632 2071676    756 10536920    0    0 21244 18336 72443 236385 64 23 12  0  0 2025-12-29 18:55:36
34  0   5632 1976788    756 10537748    0    0 24088 19069 86228 266814 66 30  4  0  0 2025-12-29 18:55:37
44  0   5632 1935756    756 10540248    0    0 17186 20035 74015 224770 69 25  3  0  2 2025-12-29 18:55:38
41  0   5888 2155924    576 10140104    0  152 13669 19780 67061 200520 75 22  2  0  0 2025-12-29 18:55:39
43  0   5888 2117196    576 10159928    0    0 11399  9319 67887 195972 79 19  2  0  0 2025-12-29 18:55:40
48  0   5888 2168036    576 10156760    0    0 12337  4894 69117 230193 81 18  1  0  0 2025-12-29 18:55:41
45  0   5888 2528148    576 10145584    0    0 24280 17626 68548 257396 64 25 11  0  0 2025-12-29 18:55:42
36  0   5888 2576288    576 10144152   16    0 22372 16506 70043 262189 51 28 19  0  2 2025-12-29 18:55:43
11  0   5888 2571580    576 10145820    0    0 41624 32926 75616 252726 56 27 17  0  0 2025-12-29 18:55:44
41  0   5888 2555724    576 10146140    0    0 40780 35768 84449 257383 60 28 12  0  0 2025-12-29 18:55:45
48  0   5888 2240124    576 10144336    0    0 21628 19268 70896 215901 71 22  7  0  0 2025-12-29 18:55:46
