procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 0  0      0 47691688   5272 73879312    0    0     0     0 1474 1381  0  0 100  0  0 2025-12-29 18:44:30
 1  0      0 47699768   5272 73879312    0    0     0     0 1645 1380  0  0 100  0  0 2025-12-29 18:44:31
 0  0      0 47700884   5272 73879328    0    0     0     0 1188 1188  0  0 100  0  0 2025-12-29 18:44:32
 0  0      0 47700244   5272 73879328    0    0     0  7392 1402 1380  0  0 99  0  0 2025-12-29 18:44:33
 0  0      0 47700752   5272 73879328    0    0     0     0 1378 1063  0  0 100  0  0 2025-12-29 18:44:34
 0  0      0 47700184   5272 73879328    0    0     0     0 1457 1058  0  0 100  0  0 2025-12-29 18:44:35
 0  0      0 47693260   5272 73879328    0    0     0     0 2152 1831  0  0 100  0  0 2025-12-29 18:44:36
 0  0      0 47691708   5272 73879344    0    0     0     0 1782 1603  0  0 100  0  0 2025-12-29 18:44:37
 0  0      0 47691832   5272 73878984    0    0     0     0 1466 1294  0  0 100  0  0 2025-12-29 18:44:38
 0  0      0 47698244   5272 73878728    0    0     0     0 1612 1265  0  0 100  0  0 2025-12-29 18:44:39
 0  0      0 47700920   5272 73878736    0    0     0     0 1378 1132  0  0 100  0  0 2025-12-29 18:44:40
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 1  0      0 47700596   5272 73878736    0    0     0     0 1220 1049  0  0 100  0  0 2025-12-29 18:44:41
 0  0      0 47698116   5272 73878736    0    0     0     0 1434 1285  0  0 100  0  0 2025-12-29 18:44:42
 0  0      0 47700264   5272 73878752    0    0     0  1012 1479 1221  0  0 99  0  0 2025-12-29 18:44:43
 0  0      0 47692052   5272 73878752    0    0     0     0 2131 1817  0  0 99  0  0 2025-12-29 18:44:44
 0  0      0 47692092   5272 73878752    0    0     0     0 1721 1516  0  0 100  0  0 2025-12-29 18:44:45
 0  0      0 47700128   5272 73878768    0    0     0     0 1417 1295  0  0 100  0  0 2025-12-29 18:44:46
 0  0      0 47700152   5272 73878768    0    0     0     0 1406 1198  0  0 100  0  0 2025-12-29 18:44:47
 0  0      0 47700596   5272 73878768    0    0     0     0 1208 1022  0  0 100  0  0 2025-12-29 18:44:48
 1  0      0 47701056   5272 73878768    0    0     0     0 1327 1042  0  0 100  0  0 2025-12-29 18:44:49
 0  0      0 47700476   5272 73878768    0    0     0     0 1006  868  0  0 100  0  0 2025-12-29 18:44:50
 0  0      0 47693372   5272 73878776    0    0     0     0 2032 1789  0  0 99  0  0 2025-12-29 18:44:51
 0  0      0 47692768   5272 73878784    0    0     0     0 1510 1463  0  0 100  0  0 2025-12-29 18:44:52
 0  0      0 47690132   5272 73878784    0    0     0     0 1630 1424  0  0 100  0  0 2025-12-29 18:44:53
 0  0      0 47700524   5272 73878784    0    0     0    96 1744 1441  0  0 100  0  0 2025-12-29 18:44:54
 0  0      0 47700736   5272 73878792    0    0     0     0 1068  935  0  0 100  0  0 2025-12-29 18:44:55
 0  0      0 47698692   5272 73878800    0    0     0     0 1393 1085  0  0 100  0  0 2025-12-29 18:44:56
 0  0      0 47700040   5272 73878800    0    0     0     0 1677 1306  0  0 100  0  0 2025-12-29 18:44:57
 0  0      0 47700772   5272 73878808    0    0     0     0 1251 1016  0  0 100  0  0 2025-12-29 18:44:58
 0  0      0 47693008   5272 73878816    0    0     0    80 1879 1771  0  0 99  0  0 2025-12-29 18:44:59
 0  0      0 47692144   5272 73878816    0    0     0     0 1232 1310  0  0 100  0  0 2025-12-29 18:45:00
 0  0      0 47700224   5272 73878816    0    0     0     0 1443 1380  0  0 100  0  0 2025-12-29 18:45:01
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 0  0      0 47700820   5272 73878816    0    0     0     0 1403 1290  0  0 100  0  0 2025-12-29 18:45:02
 0  0      0 47700572   5272 73878816    0    0     0    48 1368 1126  0  0 100  0  0 2025-12-29 18:45:03
 0  0      0 47700872   5272 73878824    0    0     0    56 1339 1074  0  0 100  0  0 2025-12-29 18:45:04
 0  0      0 47701060   5272 73878832    0    0     0     0 1248 1058  0  0 100  0  0 2025-12-29 18:45:05
 0  0      0 47692736   5272 73878832    0    0     0     0 1829 1676  0  0 99  0  0 2025-12-29 18:45:06
 0  0      0 47690176   5272 73878832    0    0     0     0 1929 1662  0  0 99  0  0 2025-12-29 18:45:07
 1  0      0 47681928   5272 73878864    0    0     0    69 3591 3120  2  1 97  0  0 2025-12-29 18:45:08
 0  0      0 47643468   5272 73910048    0    0     0    92 1776 1472  1  1 99  0  0 2025-12-29 18:45:09
 1  0      0 47569564   5272 73922336    0    0     0  1140 3142 2614  6  2 92  0  0 2025-12-29 18:45:10
 1  0      0 47487248   5272 73924760    0    0     0     0 3741 1611  8  4 89  0  0 2025-12-29 18:45:11
 1  0      0 47339124   5272 73925608    0    0     0     0 5240 5336 13  2 85  0  0 2025-12-29 18:45:12
 1  0      0 47288756   5272 73929752    0    0     0     0 2679 1461  8  1 91  0  0 2025-12-29 18:45:13
 1  0      0 47271972   5272 73930160    0    0     0     0 3808 3112  9  1 91  0  0 2025-12-29 18:45:14
 0  0      0 47513048   5272 73930176    0    0     0   157 4405 3070  8  1 92  0  0 2025-12-29 18:45:15
 0  0      0 47493728   5272 73930592    0    0     0   484 6316 5325  3  2 95  0  0 2025-12-29 18:45:16
 0  0      0 47493144   5272 73930624    0    0     0     0 1698 1551  0  0 99  0  0 2025-12-29 18:45:17
 0  0      0 47492528   5272 73930632    0    0     0     0 1530 1239  0  0 99  0  0 2025-12-29 18:45:18
 1  0      0 47491580   5272 73930640    0    0     0     0 1357 1151  0  0 100  0  0 2025-12-29 18:45:19
 0  0      0 47492896   5272 73930640    0    0     0   224 1079  953  0  0 100  0  0 2025-12-29 18:45:20
 1  0      0 47443040   5272 73933968    0    0     0    22 3379 2980  4  1 95  0  0 2025-12-29 18:45:21
 3  0      0 47349232   5272 73934256    0    0     0     0 4846 2865 11  2 87  0  0 2025-12-29 18:45:22
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
14  0      0 47047204   5272 73938136    0    0     0   645 14162 57476 17  7 77  0  0 2025-12-29 18:45:23
14  0      0 46232972   5272 73940336    0    0     0    16 6623 2533 30  6 64  0  0 2025-12-29 18:45:24
14  0      0 45488360   5272 73942928    0    0     0    85 6722 2144 36  6 58  0  0 2025-12-29 18:45:25
13  0      0 45296220   5272 73946752    0    0     0   790 6737 3010 36  5 60  0  0 2025-12-29 18:45:26
12  0      0 45299120   5272 73947984    0    0     0   749 7668 4381 35  6 59  0  0 2025-12-29 18:45:27
 6  0      0 45129008   5272 73948816    0    0     0     0 7801 131137 25  4 71  0  0 2025-12-29 18:45:28
 5  0      0 45086636   5272 73951024    0    0     0   384 4820 2514 19  2 79  0  0 2025-12-29 18:45:29
 7  0      0 44435640   5272 73951648    0    0     0  1584 10866 5746 54  5 41  0  0 2025-12-29 18:45:30
 1  0      0 44260980   5272 73952424    0    0     0   704 8163 3656 43  2 55  0  0 2025-12-29 18:45:31
 1  0      0 44266252   5272 73952448    0    0     0     0 3210 2190  9  0 91  0  0 2025-12-29 18:45:32
 1  0      0 44256864   5272 73952456    0    0     0     0 2940 1684  9  0 91  0  0 2025-12-29 18:45:33
 1  0      0 44255000   5272 73952464    0    0     0  5242 2838 1684  9  0 91  0  0 2025-12-29 18:45:34
 1  0      0 44251352   5272 73952464    0    0     0     0 2503 1358  9  0 91  0  0 2025-12-29 18:45:35
 1  0      0 44325308   5272 73952472    0    0     0     0 2577 1419  9  0 91  0  0 2025-12-29 18:45:36
 1  0      0 44308408   5272 73952480    0    0     0     0 3329 2270  9  0 91  0  0 2025-12-29 18:45:37
 1  0      0 44309180   5272 73952488    0    0     0     0 3082 2111  9  0 91  0  0 2025-12-29 18:45:38
 1  0      0 44303872   5272 73952488    0    0     0     8 2862 1776  9  0 91  0  0 2025-12-29 18:45:39
 1  0      0 44309492   5272 73952496    0    0     0     0 2710 1545  9  1 91  0  0 2025-12-29 18:45:40
 1  0      0 44305128   5272 73952496    0    0     0    58 2621 1458  9  0 91  0  0 2025-12-29 18:45:41
 1  0      0 44297856   5272 73952512    0    0     0     0 2613 1425  9  0 91  0  0 2025-12-29 18:45:42
 1  0      0 44289276   5272 73952520    0    0     0  2880 3045 1795  9  0 91  0  0 2025-12-29 18:45:43
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 2  0      0 44291444   5272 73952528    0    0     0     0 2692 1460  9  0 91  0  0 2025-12-29 18:45:44
 1  0      0 44268552   5272 73952536    0    0     0     0 3368 2371  9  1 91  0  0 2025-12-29 18:45:45
 1  0      0 44243116   5272 73952544    0    0     0     0 2859 2078  9  0 91  0  0 2025-12-29 18:45:46
 2  0      0 44238940   5272 73952560    0    0     0     0 3211 2088  9  1 91  0  0 2025-12-29 18:45:47
 1  0      0 44234500   5272 73953704    0    0     0     0 2796 1619  8  1 91  0  0 2025-12-29 18:45:48
 1  0      0 44172568   5272 73957680    0    0     0   176 2626 1459  9  1 91  0  0 2025-12-29 18:45:49
 1  0      0 44215204   5272 73973456    0    0     0 18064 2870 2083  8  1 91  0  0 2025-12-29 18:45:50
 1  0      0 44186780   5272 73979096    0    0     0  4512 3042 2303  9  1 91  0  0 2025-12-29 18:45:51
 1  0      0 44174392   5272 73979352    0    0     0  4944 3376 2472  9  1 91  0  0 2025-12-29 18:45:52
 1  0      0 44127176   5272 73988264    0    0     0 11472 3865 2642 10  1 89  0  0 2025-12-29 18:45:53
 1  0      0 44232828   5272 73991080    0    0     0  4856 4080 4359  8  1 91  0  0 2025-12-29 18:45:54
 1  0      0 44243488   5272 73991520    0    0     0  2385 7799 11080  8  1 91  0  0 2025-12-29 18:45:55
 1  0      0 44241012   5272 73992480    0    0     0  2696 9317 13986  7  1 91  0  0 2025-12-29 18:45:56
 1  0      0 44236672   5272 73993424    0    0     0  2552 9330 13730  8  1 91  0  0 2025-12-29 18:45:57
 1  0      0 44237828   5272 73994000    0    0     0  3200 9795 14285  7  1 91  0  0 2025-12-29 18:45:58
 1  0      0 44254968   5272 73994464    0    0     0  1264 5652 6819  8  1 91  0  0 2025-12-29 18:45:59
 1  0      0 44436644   5272 73994528    0    0     0     0 3931 2600  8  1 91  0  0 2025-12-29 18:46:00
 0  0      0 44483752   5272 73994760    0    0     0     0 3002 2428  4  1 95  0  0 2025-12-29 18:46:01
 2  0      0 44370892   5272 73994768    0    0     0     0 3460 2264  8  2 91  0  0 2025-12-29 18:46:02
16  0      0 44236368   5272 73994816    0    0     0     0 5982 401355 15  6 79  0  0 2025-12-29 18:46:03
 2  0      0 44100928   5272 73994896    0    0     0  1860 4180 32627 15  2 83  0  0 2025-12-29 18:46:04
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 3  0      0 44032776   5272 73994896    0    0     0    27 3750 1428 16  1 83  0  0 2025-12-29 18:46:05
 1  0      0 43426396   5272 73995520    0    0     0     0 4662 2076 15  3 81  0  0 2025-12-29 18:46:06
 1  0      0 42843040   5272 73995616    0    0     0     0 3431 2304  8  2 90  0  0 2025-12-29 18:46:07
 2  0      0 42195952   5272 73995664    0    0     0     0 3351 2072  8  3 90  0  0 2025-12-29 18:46:08
 0  0      0 41657492   5272 73995776    0    0     0     8 3161 1969  7  2 91  0  0 2025-12-29 18:46:09
 0  0      0 41661648   5272 73995792    0    0     0     0 2167 1994  1  0 99  0  0 2025-12-29 18:46:10
 0  0      0 41659708   5272 73995800    0    0     0     0 1455 1325  0  0 99  0  0 2025-12-29 18:46:11
 0  0      0 41661764   5272 73995808    0    0     0     0 1558 1334  0  0 99  0  0 2025-12-29 18:46:12
 0  0      0 41659200   5272 73995808    0    0     0     0 2026 1588  0  0 99  0  0 2025-12-29 18:46:13
 1  0      0 41572240   5272 73995824    0    0     0     0 3212 2050  7  2 91  0  0 2025-12-29 18:46:14
 1  0      0 41480700   5272 73995848    0    0     0   180 5211 2648  9  5 86  0  0 2025-12-29 18:46:15
 1  0      0 41402520   5272 73995856    0    0     0     0 3820 2579 10  1 89  0  0 2025-12-29 18:46:16
 2  0      0 41338244   5272 73996128    0    0     0  1575 7212 8838 11  1 88  0  0 2025-12-29 18:46:17
 0  0      0 41341116   5272 73996496    0    0     0  1016 5116 6137  3  1 96  0  0 2025-12-29 18:46:18
 0  0      0 41334480   5272 73996496    0    0     0     0 2199 1842  1  0 99  0  0 2025-12-29 18:46:19
 1  0      0 41320888   5272 73996512    0    0     0 16740 2686 2230  1  1 99  0  0 2025-12-29 18:46:20
 1  0      0 41251624   5272 73996544    0    0     0     0 2594 1836  5  1 94  0  0 2025-12-29 18:46:21
 2  0      0 41135164   5272 73997376    0    0     0    36 6596 115319 13  5 82  0  0 2025-12-29 18:46:22
 9  0      0 40969564   5272 74000800    0    0     0     0 8470 87487 16  8 76  0  0 2025-12-29 18:46:23
 3  0      0 40856124   5272 74004408    0    0     0    53 5451 3283 17  2 81  0  0 2025-12-29 18:46:24
 2  0      0 40678104   5272 74004464    0    0     0  6284 5701 2941 18  3 79  0  0 2025-12-29 18:46:25
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 3  0      0 40532060   5272 74004592    0    0     0    22 7277 263619 16  5 79  0  0 2025-12-29 18:46:26
 2  0      0 40656912   5272 74004592    0    0     0     0 5417 3145 15  2 84  0  0 2025-12-29 18:46:27
 1  0      0 40631888   5272 74004960    0    0     0     0 3870 2950  9  1 90  0  0 2025-12-29 18:46:28
 1  0      0 40930276   5272 74004960    0    0     0   100 5154 4136  8  1 91  0  0 2025-12-29 18:46:29
 0  0      0 40913840   5272 74005144    0    0     0    88 5399 4708  6  2 93  0  0 2025-12-29 18:46:30
 0  0      0 40911128   5272 74005216    0    0     0    37 2436 2163  0  0 99  0  0 2025-12-29 18:46:31
 0  0      0 40913696   5272 74005224    0    0     0     0 2841 2606  1  1 99  0  0 2025-12-29 18:46:32
